NGCT26_SLICE56_LAD,291,181,304,197,285.5,176,306,200,17.0625
NGCT26_SLICE57_LAD,290,175,300,190,287,169,306,194,24.25
NGCT26_SLICE58_LAD,301,171,311,176,296,166.5,312.5,181.5,19.4375
NGCT26_SLICE59_LAD,309,160,317,167,306,158.5,323,169,12.8125
NGCT26_SLICE60_LAD,315,160,322,163,309,157,327,164,17.75
NGCT26_SLICE61_LAD,0,0,0,0,0,0,0,0,0
NGCT26_SLICE62_LAD,0,0,0,0,0,0,0,0,0
NGCT26_SLICE63_LAD,306,148,318,157,304,143.5,318.5,158.5,6.6875
NGCT26_SLICE64_LAD,310,142,312,151,305.5,141,318,152.5,14.875
NGCT26_SLICE65_LAD,0,0,0,0,0,0,0,0,0
NGCT27_SLICE77_LAD,0,0,0,0,0,0,0,0,0
NGCT27_SLICE78_LAD,0,0,0,0,0,0,0,0,0
NGCT27_SLICE79_LAD,0,0,0,0,0,0,0,0,0
NGCT27_SLICE80_LAD,0,0,0,0,0,0,0,0,0
NGCT27_SLICE81_LAD,0,0,0,0,0,0,0,0,0
NGCT27_SLICE82_LAD,0,0,0,0,0,0,0,0,0
NGCT27_SLICE83_LAD,330,220,342,228,330,217,342.5,231.5,5.375
NGCT27_SLICE84_LAD,326,224,329,226,322,223,329.5,230,8.3125
NGCT27_SLICE85_LAD,330,210,337,221,328,208,341,227,15
NGCT27_SLICE86_LAD,329,207,339,220,328,207,340.5,224.5,5.875
NGCT27_SLICE87_LAD,335,204,337,213,333,202.5,341,215,6.5625
NGCT27_SLICE88_LAD,335,208,348,216,331.5,206,351.5,216.5,7.1875
NGCT27_SLICE89_LAD,335,199,339,204,335,199.5,345,207.5,12.125
NGCT27_SLICE90_LAD,339,200,342,200,335,199,347,206,19.5
NGCT27_SLICE91_LAD,338,200,346,203,333,198,346.5,207,11.3125
NGCT27_SLICE92_LAD,340,199,342,196,337.5,198,345.5,201.5,12.4375
NGCT28_SLICE50_LAD,0,0,0,0,0,0,0,0,0
NGCT28_SLICE51_LAD,0,0,0,0,0,0,0,0,0
NGCT28_SLICE52_LAD,0,0,0,0,0,0,0,0,0
NGCT28_SLICE53_LAD,290,232,290,235,288.5,231,295,235.5,7.125
NGCT28_SLICE54_LAD,293,229,291,232,288,229.5,296.5,237,20.125
NGCT28_SLICE55_LAD,0,0,0,0,0,0,0,0,0
NGCT28_SLICE56_LAD,307,234,316,237,307,231,318.5,241.5,8.875
NGCT28_SLICE57_LAD,308,222,323,233,307.5,222,327,235,5.0625
NGCT28_SLICE58_LAD,316,222,330,232,314.5,218.5,331.5,233,4.4375
NGCT28_SLICE59_LAD,321,214,337,224,319.5,210,338.5,229,11.375
NGCT28_SLICE60_LAD,332,208,341,216,329,205,342.5,217.5,5.625
NGCT28_SLICE61_LAD,335,203,340,210,334,201,344,215.5,12.8125
NGCT28_SLICE62_LAD,338,200,344,209,336,198.5,346.5,212.5,6.1875
NGCT28_SLICE63_LAD,338,199,344,204,338,195.5,346,209,10.3125
NGCT28_SLICE64_LAD,347,191,351,198,346,191,352.5,199,1.0625
NGCT28_SLICE65_LAD,0,0,0,0,0,0,0,0,0
NGCT29_SLICE55_LAD,0,0,0,0,0,0,0,0,0
NGCT29_SLICE56_LAD,0,0,0,0,0,0,0,0,0
NGCT29_SLICE57_LAD,313,229,320,232,312,225.5,324,235.5,10.375
NGCT29_SLICE58_LAD,318,223,326,228,314.5,220.5,329,233,13.125
NGCT29_SLICE59_LAD,323,223,333,228,320,220.5,336,229.5,6.625
NGCT29_SLICE60_LAD,334,208,341,215,330.5,207,343,219,8.3125
NGCT32_SLICE59_LAD,320,192,342,217,317,189.5,345,221,10.0625
NGCT32_SLICE60_LAD,321,187,345,214,318,187,346,218,6.5
NGCT32_SLICE61_LAD,322,188,343,216,320,185,348,218.5,11.0625
NGCT32_SLICE62_LAD,340,187,345,193,337,184,348.5,197,11.5625
NGCT32_SLICE63_LAD,333,185,342,190,330,184,345.5,191.5,6.125
NGCT32_SLICE64_LAD,350,185,353,188,346.5,183,355.5,190,6.625
NGCT33_SLICE51_LAD,0,0,0,0,0,0,0,0,0
NGCT33_SLICE52_LAD,321,200,350,215,319,198,352,216,3.25
NGCT33_SLICE53_LAD,339,201,350,208,335.5,200,351.5,210,4.875
NGCT33_SLICE54_LAD,0,0,0,0,0,0,0,0,0
NGCT33_SLICE55_LAD,0,0,0,0,0,0,0,0,0
NGCT33_SLICE56_LAD,362,177,362,185,359,174,365.5,186,7.8125
NGCT34_SLICE70_LAD,0,0,0,0,0,0,0,0,0
NGCT34_SLICE71_LAD,0,0,0,0,0,0,0,0,0
NGCT34_SLICE72_LAD,0,0,0,0,0,0,0,0,0
NGCT34_SLICE73_LAD,0,0,0,0,0,0,0,0,0
NGCT34_SLICE74_LAD,287,205,287,209,283.5,204.5,292,212.5,12.4375
NGCT34_SLICE75_LAD,279,205,293,213,277,202,295,215,5.25
NGCT34_SLICE76_LAD,281,201,295,213,279,199.5,298,215,4.8125
NGCT34_SLICE77_LAD,287,196,297,206,284.5,195,301,211,12.0625
NGCT34_SLICE78_LAD,289,196,301,207,287.5,193,305,209.5,8.375
NGCT34_SLICE79_LAD,298,188,304,201,295,185,308.5,202,9.8125
NGCT34_SLICE80_LAD,301,183,304,195,298,182,308.5,199.5,12.625
NGCT34_SLICE81_LAD,301,178,313,189,300,175,314,192,5
NGCT34_SLICE82_LAD,308,173,311,178,305,172.5,314,182,8.5625
NGCT34_SLICE83_LAD,303,169,316,175,302,168,318,179,5.5
NGCT34_SLICE84_LAD,309,161,315,171,306,160.5,315.5,173.5,3.9375
NGCT34_SLICE85_LAD,0,0,0,0,0,0,0,0,0
NGCT34_SLICE86_LAD,311,155,312,157,307.5,152,315,159.5,9.125
NGCT34_SLICE87_LAD,306,152,311,157,305.5,149,314,157.5,4.625
NGCT34_SLICE88_LAD,307,150,313,152,306,149.5,316,155,4.8125
NGCT34_SLICE89_LAD,303,144,311,151,303,144.5,315,153,5.0625
NGCT34_SLICE90_LAD,305,149,311,151,304,146,314.5,153,6.5625
NGCT34_SLICE91_LAD,0,0,0,0,0,0,0,0,0
NGCT34_SLICE92_LAD,0,0,0,0,0,0,0,0,0
NGCT34_SLICE93_LAD,0,0,0,0,0,0,0,0,0
NGCT34_SLICE94_LAD,0,0,0,0,0,0,0,0,0
NGCT34_SLICE95_LAD,0,0,0,0,0,0,0,0,0
NGCT35_SLICE60_LAD,0,0,0,0,0,0,0,0,0
NGCT35_SLICE61_LAD,0,0,0,0,0,0,0,0,0
NGCT35_SLICE62_LAD,280,192,303,209,277.5,190,305.5,210,4.375
NGCT35_SLICE63_LAD,287,192,296,203,285,192,300,203.5,5.0625
NGCT35_SLICE64_LAD,303,191,312,195,302,189.5,315,198,5.3125
NGCT35_SLICE65_LAD,317,178,325,182,316.5,175.5,325.5,184,2.6875
NGCT46_SLICE59_LAD,0,0,0,0,0,0,0,0,0
NGCT46_SLICE60_LAD,0,0,0,0,0,0,0,0,0
NGCT46_SLICE61_LAD,0,0,0,0,0,0,0,0,0
NGCT46_SLICE62_LAD,0,0,0,0,0,0,0,0,0
NGCT46_SLICE63_LAD,301,248,313,255,301,248,314,258.5,3.3125
NGCT46_SLICE64_LAD,0,0,0,0,0,0,0,0,0
NGCT46_SLICE65_LAD,0,0,0,0,0,0,0,0,0
NGCT46_SLICE66_LAD,309,245,316,251,306.5,244,318,252.5,3.375
NGCT46_SLICE67_LAD,311,224,328,240,308.5,224.5,331,240.5,3.9375
NGCT46_SLICE68_LAD,312,221,334,237,312,221,336,239,2
NGCT46_SLICE69_LAD,320,216,336,233,320,215,339,235,3.5
NGCT46_SLICE70_LAD,322,219,340,233,321,216,341.5,235,4.0625
NGCT46_SLICE71_LAD,337,206,342,210,336,203,343.5,210.5,3.125
NGCT46_SLICE72_LAD,335,195,342,202,334,193,342.5,203,1.5625
NGCT46_SLICE73_LAD,335,188,341,194,334,186.5,342,196,2.0625
NGCT46_SLICE74_LAD,334,183,339,191,333,181,340,191.5,1.5625
NGCT47_SLICE58_LAD,306,211,312,220,304,211,314,221.5,2.5625
NGCT47_SLICE59_LAD,312,204,319,215,309.5,201.5,322,216,5.625
NGCT47_SLICE60_LAD,318,196,322,204,316,195.5,323,205,1.5625
NGCT47_SLICE61_LAD,0,0,0,0,0,0,0,0,0
NGCT47_SLICE62_LAD,0,0,0,0,0,0,0,0,0
NGCT47_SLICE63_LAD,0,0,0,0,0,0,0,0,0
NGCT48_SLICE51_LAD,0,0,0,0,0,0,0,0,0
NGCT48_SLICE52_LAD,0,0,0,0,0,0,0,0,0
NGCT48_SLICE53_LAD,0,0,0,0,0,0,0,0,0
NGCT48_SLICE54_LAD,276,231,304,247,274,230,305,247.5,1.5625
NGCT48_SLICE55_LAD,277,224,312,243,275,224,312.5,245,2.0625
NGCT48_SLICE56_LAD,292,228,309,239,291.5,226,311,239.5,2.125
NGCT49_SLICE45_LAD,0,0,0,0,0,0,0,0,0
NGCT49_SLICE46_LAD,0,0,0,0,0,0,0,0,0
NGCT49_SLICE47_LAD,0,0,0,0,0,0,0,0,0
NGCT49_SLICE48_LAD,303,195,317,206,303.5,194.5,319,209,3.375
NGCT49_SLICE49_LAD,302,205,308,216,301,203.5,311,218,4.0625
NGCT49_SLICE50_LAD,0,0,0,0,0,0,0,0,0
NGCT51_SLICE58_LAD,0,0,0,0,0,0,0,0,0
NGCT51_SLICE59_LAD,0,0,0,0,0,0,0,0,0
NGCT51_SLICE60_LAD,0,0,0,0,0,0,0,0,0
NGCT51_SLICE61_LAD,0,0,0,0,0,0,0,0,0
NGCT51_SLICE62_LAD,0,0,0,0,0,0,0,0,0
NGCT51_SLICE63_LAD,304,214,315,229,302.5,212,318.5,231,5.625
NGCT52_SLICE74_LAD,0,0,0,0,0,0,0,0,0
NGCT52_SLICE75_LAD,322,221,334,229,321.5,218.5,337,232,6.125
NGCT52_SLICE76_LAD,317,223,330,236,317,222,333,236.5,2.5625
NGCT52_SLICE77_LAD,323,218,339,229,322,216,340,229.5,1.5625
NGCT52_SLICE78_LAD,0,0,0,0,0,0,0,0,0
NGCT52_SLICE79_LAD,331,214,343,223,328.5,212,345.5,226,6.375
NGCT53_SLICE53_LAD,337,214,361,230,336,212,363,232.5,3.8125
NGCT53_SLICE54_LAD,322,207,360,236,321,207,363,238.5,4.0625
NGCT53_SLICE55_LAD,326,205,364,233,323,204,367.5,234.5,6.125
NGCT53_SLICE56_LAD,350,199,366,217,349.5,199,366.5,219,1.125
NGCT53_SLICE57_LAD,0,0,0,0,0,0,0,0,0
NGCT54_SLICE79_LAD,0,0,0,0,0,0,0,0,0
NGCT54_SLICE80_LAD,0,0,0,0,0,0,0,0,0
NGCT54_SLICE81_LAD,320,254,337,263,318,252,340,265,5.25
NGCT54_SLICE82_LAD,318,250,340,260,317,249,342,263.5,4.5625
NGCT54_SLICE83_LAD,337,248,349,260,335,246,350.5,261.5,3.125
NGCT54_SLICE84_LAD,340,247,350,252,338.5,244.5,352.5,255,5.9375
NGCT55_SLICE78_LAD,0,0,0,0,0,0,0,0,0
NGCT55_SLICE79_LAD,0,0,0,0,0,0,0,0,0
NGCT55_SLICE80_LAD,278,218,286,224,277,217.5,287.5,225,1.125
NGCT55_SLICE81_LAD,278,216,286,224,277,215.5,287,225.5,1.125
NGCT55_SLICE82_LAD,281,215,290,224,281,215,291.5,225,0.8125
NGCT55_SLICE83_LAD,285,217,291,224,283.5,215,294.5,225,4.875
NGCT55_SLICE84_LAD,288,212,297,219,286.5,211.5,299,222,3.875
NGCT55_SLICE85_LAD,291,210,296,219,289.5,208.5,298,221.5,3.6875
NGCT55_SLICE86_LAD,293,208,300,215,293,207,303,217,3.5
NGCT55_SLICE87_LAD,296,204,304,211,296,203.5,304.5,212,0.375
NGCT55_SLICE88_LAD,298,201,304,205,296,200,305,208,3.75
NGCT55_SLICE89_LAD,304,196,306,203,302,195,309.5,205,5.3125
NGCT55_SLICE90_LAD,0,0,0,0,0,0,0,0,0
NGCT55_SLICE91_LAD,0,0,0,0,0,0,0,0,0
NGCT55_SLICE92_LAD,0,0,0,0,0,0,0,0,0
NGCT56_SLICE60_LAD,0,0,0,0,0,0,0,0,0
NGCT56_SLICE61_LAD,0,0,0,0,0,0,0,0,0
NGCT56_SLICE62_LAD,309,219,326,241,308,218.5,327,243.5,2.125
NGCT56_SLICE63_LAD,304,219,323,251,304,218,326,252,2.75
NGCT56_SLICE64_LAD,318,217,326,230,316,215,327.5,230.5,2.625
NGCT56_SLICE65_LAD,320,219,328,225,320,218,329.5,228,3.0625
NGCT57_SLICE50_LAD,0,0,0,0,0,0,0,0,0
NGCT57_SLICE51_LAD,0,0,0,0,0,0,0,0,0
NGCT57_SLICE52_LAD,0,0,0,0,0,0,0,0,0
NGCT57_SLICE53_LAD,300,199,320,212,299,197,322,213,2.5
NGCT57_SLICE54_LAD,331,192,342,201,330,190.5,345,203.5,4.625
NGCT57_SLICE55_LAD,331,188,349,200,330.5,186,352,201,3.5625
NGCT58_SLICE64_LAD,280,213,289,223,277.5,211,291,224,3.8125
NGCT58_SLICE65_LAD,285,204,300,220,283,203,301,221,1.75
NGCT58_SLICE66_LAD,286,200,299,212,285.5,200,302,214.5,3.875
NGCT58_SLICE67_LAD,290,195,306,210,288.5,193,309.5,211,4.875
NGCT58_SLICE68_LAD,296,194,310,203,295,191.5,311.5,205,3.375
NGCT58_SLICE69_LAD,305,180,315,195,305,180,317,196.5,1.5625
NGCT59_SLICE50_LAD,313,191,330,206,312,190.5,331,208,1.5625
NGCT59_SLICE51_LAD,312,184,334,204,311,182,335,206.5,3.0625
NGCT59_SLICE52_LAD,312,179,332,203,310.5,179,335,206,5.0625
NGCT59_SLICE53_LAD,318,179,333,192,317,177.5,335.5,192.5,2.4375
NGCT59_SLICE54_LAD,321,178,331,189,320,177,333.5,192,4.3125
NGCT59_SLICE55_LAD,0,0,0,0,0,0,0,0,0
NGCT62_SLICE78_LAD,0,0,0,0,0,0,0,0,0
NGCT62_SLICE79_LAD,0,0,0,0,0,0,0,0,0
NGCT62_SLICE80_LAD,322,182,327,192,320.5,181,329.5,194,3.375
NGCT62_SLICE81_LAD,324,168,332,188,324,168,333,189.5,0.8125
NGCT62_SLICE82_LAD,325,166,332,191,324,164,334.5,192,3.0625
NGCT62_SLICE83_LAD,326,163,332,184,325,161,335,186,4.5
NGCT62_SLICE84_LAD,327,164,335,179,327,163,337.5,179.5,1.875
NGCT62_SLICE85_LAD,329,153,340,171,328,153,341,174.5,3.5625
NGCT62_SLICE86_LAD,334,148,341,162,333.5,148,342.5,162.5,0.6875
NGCT62_SLICE87_LAD,332,145,336,154,331.5,144,338.5,154.5,1.9375
NGCT62_SLICE88_LAD,0,0,0,0,0,0,0,0,0
NGCT62_SLICE89_LAD,0,0,0,0,0,0,0,0,0
NGCT62_SLICE90_LAD,0,0,0,0,0,0,0,0,0
NGCT62_SLICE91_LAD,0,0,0,0,0,0,0,0,0
NGCT62_SLICE92_LAD,0,0,0,0,0,0,0,0,0
NGCT64_SLICE20_LAD,0,0,0,0,0,0,0,0,0
NGCT64_SLICE21_LAD,0,0,0,0,0,0,0,0,0
NGCT64_SLICE22_LAD,0,0,0,0,0,0,0,0,0
NGCT64_SLICE23_LAD,0,0,0,0,0,0,0,0,0
NGCT64_SLICE24_LAD,340,151,357,177,339,150,359.5,179.5,3.625
NGCT64_SLICE25_LAD,345,149,359,176,345,147.5,361.5,177,2.375
NGCT67_SLICE64_LAD,0,0,0,0,0,0,0,0,0
NGCT67_SLICE65_LAD,0,0,0,0,0,0,0,0,0
NGCT67_SLICE66_LAD,0,0,0,0,0,0,0,0,0
NGCT67_SLICE67_LAD,306,195,329,209,305.5,193.5,329.5,212,2.9375
NGCT67_SLICE68_LAD,307,185,337,210,306.5,185.5,339,211,1.375
NGCT67_SLICE69_LAD,315,186,336,208,315,185,338.5,209,2.0625
NGCT68_SLICE59_LAD,296,243,308,262,296.5,242.5,311,263.5,2.9375
NGCT68_SLICE60_LAD,306,241,312,252,305,239.5,313,253,1.3125
NGCT68_SLICE61_LAD,308,227,317,243,306.5,227.5,318,245.5,2.4375
NGCT68_SLICE62_LAD,311,221,321,236,311,220.5,322.5,238,1.625
NGCT68_SLICE63_LAD,307,217,318,230,307,217,319,231,0.5
NGCT68_SLICE64_LAD,310,212,316,221,308,212,318,224,4.25
NGCT69_SLICE70_LAD,0,0,0,0,0,0,0,0,0
NGCT69_SLICE71_LAD,0,0,0,0,0,0,0,0,0
NGCT69_SLICE72_LAD,0,0,0,0,0,0,0,0,0
NGCT69_SLICE73_LAD,0,0,0,0,0,0,0,0,0
NGCT69_SLICE74_LAD,310,196,323,217,309.5,195,324,218.5,1.125
NGCT74_SLICE81_LAD,0,0,0,0,0,0,0,0,0
NGCT74_SLICE82_LAD,0,0,0,0,0,0,0,0,0
NGCT74_SLICE83_LAD,0,0,0,0,0,0,0,0,0
NGCT74_SLICE84_LAD,0,0,0,0,0,0,0,0,0
NGCT74_SLICE85_LAD,283,210,291,213,282.5,208.5,292,215.5,2.4375
NGCT74_SLICE86_LAD,281,203,297,212,281.5,203.5,299,215,3.375
NGCT74_SLICE87_LAD,280,208,291,215,278,207,293,217.5,3.8125
NGCT74_SLICE88_LAD,281,207,290,212,281,207.5,291,214.5,1.875
NGCT74_SLICE89_LAD,297,205,303,212,295.5,205,304,214,1.8125
NGCT74_SLICE90_LAD,298,204,304,210,297,203,307,211,3
NGCT74_SLICE91_LAD,296,199,308,209,295,199,311,211,3.5
NGCT74_SLICE92_LAD,299,198,316,209,297,196.5,317.5,210,2.375
NGCT74_SLICE93_LAD,300,190,308,208,300.5,189.5,309.5,211,2.9375
NGCT74_SLICE94_LAD,308,190,316,210,306,188.5,319,213,6.0625
NGCT74_SLICE95_LAD,303,189,311,205,303.5,187,313.5,206,2.875
NGCT74_SLICE96_LAD,302,189,310,202,301,188,311,204,1.75
NGCT75_SLICE54_LAD,0,0,0,0,0,0,0,0,0
NGCT75_SLICE55_LAD,0,0,0,0,0,0,0,0,0
NGCT75_SLICE56_LAD,0,0,0,0,0,0,0,0,0
NGCT75_SLICE57_LAD,281,195,313,208,281,194,314,210.5,2.0625
NGCT75_SLICE58_LAD,272,192,317,215,272,191,319,217,2.25
NGCT75_SLICE59_LAD,307,187,322,196,306.5,186,323,197,0.8125
NGCT78_SLICE73_LAD,0,0,0,0,0,0,0,0,0
NGCT78_SLICE74_LAD,323,275,341,286,322,273,342,288,2.5
NGCT78_SLICE75_LAD,311,267,330,276,311,267,332.5,279,3.8125
NGCT78_SLICE76_LAD,302,251,342,282,302,251,343,282.5,0.3125
NGCT78_SLICE77_LAD,310,252,344,278,309,250.5,345,279,1.3125
NGCT78_SLICE78_LAD,310,247,348,276,309,246,350,279,3.75
NGCT78_SLICE79_LAD,319,241,352,271,319,240,354,273,2.25
NGCT78_SLICE80_LAD,335,234,358,266,334,233.5,358.5,267,0.625
NGCT78_SLICE81_LAD,347,228,359,248,345.5,228,361.5,250,3.125
NGCT78_SLICE82_LAD,350,229,360,240,349.5,227,360.5,242,2.125
NGCT78_SLICE83_LAD,353,225,360,237,353,224,363,238.5,3.0625
NGCT78_SLICE84_LAD,358,224,363,233,356.5,224,365,235,2.5625
NGCT78_SLICE85_LAD,358,221,366,230,356,220,368,231,2.5
NGCT78_SLICE86_LAD,357,223,369,229,355.5,221,370,230,2.0625
NGCT78_SLICE87_LAD,358,221,366,227,358.5,221,368.5,228.5,2.1875
NGCT79_SLICE55_LAD,301,193,322,212,301,193,324,215,3.25
NGCT79_SLICE56_LAD,304,183,321,203,303,183.5,322.5,205.5,2.4375
NGCT79_SLICE57_LAD,300,184,321,204,300,183,323,206,2.25
NGCT79_SLICE58_LAD,305,186,334,205,305,186,337,206,2.5
NGCT79_SLICE59_LAD,325,200,337,206,323.5,200,338,208.5,2.375
NGCT79_SLICE60_LAD,314,204,341,217,314,204,342,219,1.25
NGCT80_SLICE66_LAD,0,0,0,0,0,0,0,0,0
NGCT80_SLICE67_LAD,0,0,0,0,0,0,0,0,0
NGCT80_SLICE68_LAD,305,212,314,227,304.5,212,316,229.5,2.625
NGCT80_SLICE69_LAD,305,211,315,226,303,211,316.5,227,1.8125
NGCT80_SLICE70_LAD,324,211,330,221,323,211,332,223,2.25
NGCT80_SLICE71_LAD,324,208,337,215,322.5,208.5,339.5,217,3.1875
NGCT82_SLICE51_LAD,302,250,326,256,301.5,249,326.5,257.5,0.9375
NGCT82_SLICE52_LAD,311,248,335,257,310,248,336,258,0.75
NGCT82_SLICE53_LAD,333,236,348,246,332,235.5,350,248,2.3125
NGCT82_SLICE54_LAD,341,226,354,245,341,225,356.5,246,2.0625
NGCT82_SLICE55_LAD,347,222,356,234,346,222,358,235,1.5
NGCT82_SLICE56_LAD,359,208,372,226,359,207,375,228.5,4.0625
NGCT85_SLICE74_LAD,0,0,0,0,0,0,0,0,0
NGCT85_SLICE75_LAD,284,251,309,258,282.5,251.5,310.5,260,2.1875
NGCT85_SLICE76_LAD,287,248,315,258,287.5,246.5,317,260.5,3.1875
NGCT85_SLICE77_LAD,294,244,315,258,293,244,316,259,0.75
NGCT85_SLICE78_LAD,307,238,323,251,305.5,238,325.5,252,2.375
NGCT85_SLICE79_LAD,314,238,324,244,313,237,325.5,245,1.3125
NGCT86_SLICE52_LAD,0,0,0,0,0,0,0,0,0
NGCT86_SLICE53_LAD,0,0,0,0,0,0,0,0,0
NGCT86_SLICE54_LAD,0,0,0,0,0,0,0,0,0
NGCT86_SLICE55_LAD,298,196,327,209,297,196,329,211.5,2.8125
NGCT86_SLICE56_LAD,317,193,337,204,315.5,192,338.5,204.5,1.4375
NGCT86_SLICE57_LAD,315,191,337,202,315,191,338,205,2.5
NGCT87_SLICE56_LAD,291,249,298,271,291,248.5,300.5,272,1.875
NGCT87_SLICE57_LAD,294,245,300,265,294,244.5,302,266.5,1.625
NGCT87_SLICE58_LAD,0,0,0,0,0,0,0,0,0
NGCT87_SLICE59_LAD,0,0,0,0,0,0,0,0,0
NGCT87_SLICE60_LAD,0,0,0,0,0,0,0,0,0
NGCT87_SLICE61_LAD,297,231,304,246,296,231,305.5,247,1.0625
NGCT87_SLICE62_LAD,299,230,307,246,298.5,230,309.5,246.5,1.6875
NGCT87_SLICE63_LAD,309,221,317,238,309,220.5,319,239,1.3125
NGCT87_SLICE64_LAD,302,203,315,230,302,203,316.5,233,2.8125
NGCT87_SLICE65_LAD,303,199,310,207,303,199,312,208,1.25
NGCT87_SLICE66_LAD,304,198,311,204,303.5,196,312.5,206,2.625
NGCT87_SLICE67_LAD,304,193,310,204,303,192.5,312,205,1.5625
NGCT87_SLICE68_LAD,303,182,310,195,303,182.5,312,197,2.0625
NGCT87_SLICE69_LAD,305,181,313,189,304.5,180.5,314,190.5,0.9375
NGCT87_SLICE70_LAD,305,178,314,183,304,177,315,186,3
NGCT87_SLICE71_LAD,302,176,310,183,300,175,311.5,184,2.0625
NGCT89_SLICE84_LAD,0,0,0,0,0,0,0,0,0
NGCT89_SLICE85_LAD,0,0,0,0,0,0,0,0,0
NGCT89_SLICE86_LAD,0,0,0,0,0,0,0,0,0
NGCT89_SLICE87_LAD,319,197,328,207,319,196,329,208,0.75
NGCT89_SLICE88_LAD,322,196,330,206,321,195.5,331,207.5,1.125
NGCT89_SLICE89_LAD,310,174,334,197,310,174,335,198.5,0.8125
NGCT89_SLICE90_LAD,311,175,334,201,310.5,175,336,204,3.3125
NGCT89_SLICE91_LAD,314,175,341,200,313,175,342,203,2.75
NGCT89_SLICE92_LAD,326,163,350,192,325,162.5,352.5,194,2.875
NGCT89_SLICE93_LAD,337,155,346,169,337,153.5,348.5,171,3.125
NGCT89_SLICE94_LAD,344,150,350,158,343,148,351.5,160,2.8125
NGCT89_SLICE95_LAD,343,148,352,155,342.5,146.5,353.5,157,2.1875
NGCT89_SLICE96_LAD,344,141,355,149,344,139.5,357,150.5,2.125
NGCT89_SLICE97_LAD,349,138,355,148,348,138,356.5,149,1.0625
NGCT89_SLICE98_LAD,348,136,356,145,348,135,358,146,1.5
NGCT91_SLICE66_LAD,0,0,0,0,0,0,0,0,0
NGCT91_SLICE67_LAD,269,212,279,221,268,211,281,223,2.5
NGCT91_SLICE68_LAD,271,213,281,220,270,212,283,222,2.5
NGCT91_SLICE69_LAD,276,208,288,217,275.5,206.5,289.5,218.5,1.75
NGCT91_SLICE70_LAD,280,202,297,214,280.5,201.5,298,215,0.625
NGCT91_SLICE71_LAD,286,197,296,211,286,196.5,298,212.5,1.625
NGCT92_SLICE39_LAD,0,0,0,0,0,0,0,0,0
NGCT92_SLICE40_LAD,0,0,0,0,0,0,0,0,0
NGCT92_SLICE41_LAD,306,209,319,229,306,208,320,231.5,2.0625
NGCT92_SLICE42_LAD,308,213,318,228,307,211,320,229,2.5
NGCT92_SLICE43_LAD,308,196,318,202,307,196,320.5,203,2.0625
NGCT92_SLICE44_LAD,309,187,317,197,309,187,318,199,1.25
NGCT93_SLICE60_LAD,0,0,0,0,0,0,0,0,0
NGCT93_SLICE61_LAD,0,0,0,0,0,0,0,0,0
NGCT93_SLICE62_LAD,278,243,303,248,277.5,242,305,250,2.3125
NGCT93_SLICE63_LAD,287,230,312,246,287,230,314,247.5,1.5625
NGCT93_SLICE64_LAD,281,234,301,252,281,234.5,302,254,1.3125
NGCT93_SLICE65_LAD,289,237,298,249,288,236,298.5,250.5,1.125
NGCT94_SLICE60_LAD,0,0,0,0,0,0,0,0,0
NGCT94_SLICE61_LAD,285,216,301,229,285,216,301.5,231,1.0625
